id,field_pid,field_resource_type,field_model,field_member_of,parent_id,field_weight,title,field_local_identifier,field_genre,field_edtf_date_created,field_linked_agent,field_description_long,field_extent,field_rights,field_subject,field_geographic_subject,field_preferred_citation,field_use_and_reproduction,field_physical_storage_info,field_digital_obj_uri,field_archival_obj_refid,field_archival_obj_uri,field_campus,field_repository,field_unit,field_campus_unit_repository,field_display_hints,hocr,file
smith:1000279,smith:1000279,Text,Page,,smith:1000198,412,Page 412,smith_ssc_324_r219_m004_412,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000279/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000279/datastream/OBJ/view
smith:1000280,smith:1000280,Text,Page,,smith:1000198,411,Page 411,smith_ssc_324_r219_m004_411,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000280/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000280/datastream/OBJ/view
smith:1000281,smith:1000281,Text,Page,,smith:1000198,410,Page 410,smith_ssc_324_r219_m004_410,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000281/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000281/datastream/OBJ/view
smith:1000282,smith:1000282,Text,Page,,smith:1000198,409,Page 409,smith_ssc_324_r219_m004_409,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000282/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000282/datastream/OBJ/view
smith:1000283,smith:1000283,Text,Page,,smith:1000198,408,Page 408,smith_ssc_324_r219_m004_408,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000283/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000283/datastream/OBJ/view
smith:1000284,smith:1000284,Text,Page,,smith:1000198,407,Page 407,smith_ssc_324_r219_m004_407,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000284/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000284/datastream/OBJ/view
smith:1000285,smith:1000285,Text,Page,,smith:1000198,406,Page 406,smith_ssc_324_r219_m004_406,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000285/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000285/datastream/OBJ/view
smith:1000286,smith:1000286,Text,Page,,smith:1000198,405,Page 405,smith_ssc_324_r219_m004_405,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000286/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000286/datastream/OBJ/view
smith:1000287,smith:1000287,Text,Page,,smith:1000198,404,Page 404,smith_ssc_324_r219_m004_404,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000287/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000287/datastream/OBJ/view
smith:1000288,smith:1000288,Text,Page,,smith:1000198,403,Page 403,smith_ssc_324_r219_m004_403,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000288/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000288/datastream/OBJ/view
smith:1000289,smith:1000289,Text,Page,,smith:1000198,402,Page 402,smith_ssc_324_r219_m004_402,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000289/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000289/datastream/OBJ/view
smith:1000290,smith:1000290,Text,Page,,smith:1000198,401,Page 401,smith_ssc_324_r219_m004_401,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000290/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000290/datastream/OBJ/view
smith:1000291,smith:1000291,Text,Page,,smith:1000198,400,Page 400,smith_ssc_324_r219_m004_400,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000291/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000291/datastream/OBJ/view
smith:1000292,smith:1000292,Text,Page,,smith:1000198,399,Page 399,smith_ssc_324_r219_m004_399,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000292/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000292/datastream/OBJ/view
smith:1000293,smith:1000293,Text,Page,,smith:1000198,398,Page 398,smith_ssc_324_r219_m004_398,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000293/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000293/datastream/OBJ/view
smith:1000294,smith:1000294,Text,Page,,smith:1000198,397,Page 397,smith_ssc_324_r219_m004_397,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000294/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000294/datastream/OBJ/view
smith:1000295,smith:1000295,Text,Page,,smith:1000198,396,Page 396,smith_ssc_324_r219_m004_396,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000295/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000295/datastream/OBJ/view
smith:1000296,smith:1000296,Text,Page,,smith:1000198,395,Page 395,smith_ssc_324_r219_m004_395,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000296/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000296/datastream/OBJ/view
smith:1000297,smith:1000297,Text,Page,,smith:1000198,394,Page 394,smith_ssc_324_r219_m004_394,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000297/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000297/datastream/OBJ/view
smith:1000298,smith:1000298,Text,Page,,smith:1000198,393,Page 393,smith_ssc_324_r219_m004_393,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000298/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000298/datastream/OBJ/view
smith:1000299,smith:1000299,Text,Page,,smith:1000198,392,Page 392,smith_ssc_324_r219_m004_392,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000299/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000299/datastream/OBJ/view
smith:1000300,smith:1000300,Text,Page,,smith:1000198,391,Page 391,smith_ssc_324_r219_m004_391,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000300/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000300/datastream/OBJ/view
smith:1000301,smith:1000301,Text,Page,,smith:1000198,390,Page 390,smith_ssc_324_r219_m004_390,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000301/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000301/datastream/OBJ/view
smith:1000302,smith:1000302,Text,Page,,smith:1000198,389,Page 389,smith_ssc_324_r219_m004_389,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000302/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000302/datastream/OBJ/view
smith:1000303,smith:1000303,Text,Page,,smith:1000198,388,Page 388,smith_ssc_324_r219_m004_388,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000303/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000303/datastream/OBJ/view
smith:1000304,smith:1000304,Text,Page,,smith:1000198,387,Page 387,smith_ssc_324_r219_m004_387,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000304/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000304/datastream/OBJ/view
smith:1000305,smith:1000305,Text,Page,,smith:1000198,386,Page 386,smith_ssc_324_r219_m004_386,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000305/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000305/datastream/OBJ/view
smith:1000306,smith:1000306,Text,Page,,smith:1000198,385,Page 385,smith_ssc_324_r219_m004_385,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000306/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000306/datastream/OBJ/view
smith:1000307,smith:1000307,Text,Page,,smith:1000198,384,Page 384,smith_ssc_324_r219_m004_384,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000307/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000307/datastream/OBJ/view
smith:1000308,smith:1000308,Text,Page,,smith:1000198,383,Page 383,smith_ssc_324_r219_m004_383,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000308/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000308/datastream/OBJ/view
smith:1000309,smith:1000309,Text,Page,,smith:1000198,382,Page 382,smith_ssc_324_r219_m004_382,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000309/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000309/datastream/OBJ/view
smith:1000310,smith:1000310,Text,Page,,smith:1000198,381,Page 381,smith_ssc_324_r219_m004_381,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000310/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000310/datastream/OBJ/view
smith:1000311,smith:1000311,Text,Page,,smith:1000198,380,Page 380,smith_ssc_324_r219_m004_380,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000311/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000311/datastream/OBJ/view
smith:1000312,smith:1000312,Text,Page,,smith:1000198,379,Page 379,smith_ssc_324_r219_m004_379,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000312/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000312/datastream/OBJ/view
smith:1000313,smith:1000313,Text,Page,,smith:1000198,378,Page 378,smith_ssc_324_r219_m004_378,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000313/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000313/datastream/OBJ/view
smith:1000314,smith:1000314,Text,Page,,smith:1000198,377,Page 377,smith_ssc_324_r219_m004_377,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000314/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000314/datastream/OBJ/view
smith:1000315,smith:1000315,Text,Page,,smith:1000198,376,Page 376,smith_ssc_324_r219_m004_376,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000315/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000315/datastream/OBJ/view
smith:1000316,smith:1000316,Text,Page,,smith:1000198,375,Page 375,smith_ssc_324_r219_m004_375,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000316/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000316/datastream/OBJ/view
smith:1000317,smith:1000317,Text,Page,,smith:1000198,374,Page 374,smith_ssc_324_r219_m004_374,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000317/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000317/datastream/OBJ/view
smith:1000318,smith:1000318,Text,Page,,smith:1000198,373,Page 373,smith_ssc_324_r219_m004_373,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000318/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000318/datastream/OBJ/view
smith:1000319,smith:1000319,Text,Page,,smith:1000198,372,Page 372,smith_ssc_324_r219_m004_372,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000319/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000319/datastream/OBJ/view
smith:1000320,smith:1000320,Text,Page,,smith:1000198,371,Page 371,smith_ssc_324_r219_m004_371,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000320/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000320/datastream/OBJ/view
smith:1000321,smith:1000321,Text,Page,,smith:1000198,370,Page 370,smith_ssc_324_r219_m004_370,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000321/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000321/datastream/OBJ/view
smith:1000322,smith:1000322,Text,Page,,smith:1000198,369,Page 369,smith_ssc_324_r219_m004_369,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000322/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000322/datastream/OBJ/view
smith:1000323,smith:1000323,Text,Page,,smith:1000198,368,Page 368,smith_ssc_324_r219_m004_368,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000323/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000323/datastream/OBJ/view
smith:1000324,smith:1000324,Text,Page,,smith:1000198,367,Page 367,smith_ssc_324_r219_m004_367,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000324/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000324/datastream/OBJ/view
smith:1000325,smith:1000325,Text,Page,,smith:1000198,366,Page 366,smith_ssc_324_r219_m004_366,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000325/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000325/datastream/OBJ/view
smith:1000326,smith:1000326,Text,Page,,smith:1000198,365,Page 365,smith_ssc_324_r219_m004_365,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000326/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000326/datastream/OBJ/view
smith:1000327,smith:1000327,Text,Page,,smith:1000198,364,Page 364,smith_ssc_324_r219_m004_364,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000327/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000327/datastream/OBJ/view
smith:1000328,smith:1000328,Text,Page,,smith:1000198,363,Page 363,smith_ssc_324_r219_m004_363,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000328/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000328/datastream/OBJ/view
smith:1000329,smith:1000329,Text,Page,,smith:1000198,362,Page 362,smith_ssc_324_r219_m004_362,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000329/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000329/datastream/OBJ/view
smith:1000330,smith:1000330,Text,Page,,smith:1000198,361,Page 361,smith_ssc_324_r219_m004_361,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000330/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000330/datastream/OBJ/view
smith:1000331,smith:1000331,Text,Page,,smith:1000198,360,Page 360,smith_ssc_324_r219_m004_360,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000331/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000331/datastream/OBJ/view
smith:1000332,smith:1000332,Text,Page,,smith:1000198,359,Page 359,smith_ssc_324_r219_m004_359,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000332/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000332/datastream/OBJ/view
smith:1000333,smith:1000333,Text,Page,,smith:1000198,358,Page 358,smith_ssc_324_r219_m004_358,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000333/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000333/datastream/OBJ/view
smith:1000334,smith:1000334,Text,Page,,smith:1000198,357,Page 357,smith_ssc_324_r219_m004_357,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000334/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000334/datastream/OBJ/view
smith:1000335,smith:1000335,Text,Page,,smith:1000198,356,Page 356,smith_ssc_324_r219_m004_356,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000335/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000335/datastream/OBJ/view
smith:1000336,smith:1000336,Text,Page,,smith:1000198,355,Page 355,smith_ssc_324_r219_m004_355,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000336/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000336/datastream/OBJ/view
smith:1000337,smith:1000337,Text,Page,,smith:1000198,354,Page 354,smith_ssc_324_r219_m004_354,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000337/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000337/datastream/OBJ/view
smith:1000338,smith:1000338,Text,Page,,smith:1000198,353,Page 353,smith_ssc_324_r219_m004_353,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000338/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000338/datastream/OBJ/view
smith:1000339,smith:1000339,Text,Page,,smith:1000198,352,Page 352,smith_ssc_324_r219_m004_352,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000339/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000339/datastream/OBJ/view
smith:1000340,smith:1000340,Text,Page,,smith:1000198,351,Page 351,smith_ssc_324_r219_m004_351,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000340/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000340/datastream/OBJ/view
smith:1000341,smith:1000341,Text,Page,,smith:1000198,350,Page 350,smith_ssc_324_r219_m004_350,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000341/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000341/datastream/OBJ/view
smith:1000342,smith:1000342,Text,Page,,smith:1000198,349,Page 349,smith_ssc_324_r219_m004_349,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000342/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000342/datastream/OBJ/view
smith:1000343,smith:1000343,Text,Page,,smith:1000198,348,Page 348,smith_ssc_324_r219_m004_348,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000343/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000343/datastream/OBJ/view
smith:1000344,smith:1000344,Text,Page,,smith:1000198,347,Page 347,smith_ssc_324_r219_m004_347,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000344/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000344/datastream/OBJ/view
smith:1000345,smith:1000345,Text,Page,,smith:1000198,346,Page 346,smith_ssc_324_r219_m004_346,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000345/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000345/datastream/OBJ/view
smith:1000346,smith:1000346,Text,Page,,smith:1000198,345,Page 345,smith_ssc_324_r219_m004_345,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000346/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000346/datastream/OBJ/view
smith:1000347,smith:1000347,Text,Page,,smith:1000198,344,Page 344,smith_ssc_324_r219_m004_344,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000347/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000347/datastream/OBJ/view
smith:1000348,smith:1000348,Text,Page,,smith:1000198,343,Page 343,smith_ssc_324_r219_m004_343,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000348/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000348/datastream/OBJ/view
smith:1000349,smith:1000349,Text,Page,,smith:1000198,342,Page 342,smith_ssc_324_r219_m004_342,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000349/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000349/datastream/OBJ/view
smith:1000350,smith:1000350,Text,Page,,smith:1000198,341,Page 341,smith_ssc_324_r219_m004_341,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000350/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000350/datastream/OBJ/view
smith:1000351,smith:1000351,Text,Page,,smith:1000198,340,Page 340,smith_ssc_324_r219_m004_340,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000351/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000351/datastream/OBJ/view
smith:1000352,smith:1000352,Text,Page,,smith:1000198,339,Page 339,smith_ssc_324_r219_m004_339,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000352/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000352/datastream/OBJ/view
smith:1000353,smith:1000353,Text,Page,,smith:1000198,338,Page 338,smith_ssc_324_r219_m004_338,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000353/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000353/datastream/OBJ/view
smith:1000354,smith:1000354,Text,Page,,smith:1000198,337,Page 337,smith_ssc_324_r219_m004_337,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000354/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000354/datastream/OBJ/view
smith:1000355,smith:1000355,Text,Page,,smith:1000198,336,Page 336,smith_ssc_324_r219_m004_336,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000355/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000355/datastream/OBJ/view
smith:1000356,smith:1000356,Text,Page,,smith:1000198,335,Page 335,smith_ssc_324_r219_m004_335,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000356/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000356/datastream/OBJ/view
smith:1000357,smith:1000357,Text,Page,,smith:1000198,334,Page 334,smith_ssc_324_r219_m004_334,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000357/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000357/datastream/OBJ/view
smith:1000358,smith:1000358,Text,Page,,smith:1000198,333,Page 333,smith_ssc_324_r219_m004_333,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000358/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000358/datastream/OBJ/view
smith:1000359,smith:1000359,Text,Page,,smith:1000198,332,Page 332,smith_ssc_324_r219_m004_332,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000359/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000359/datastream/OBJ/view
smith:1000360,smith:1000360,Text,Page,,smith:1000198,331,Page 331,smith_ssc_324_r219_m004_331,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000360/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000360/datastream/OBJ/view
smith:1000361,smith:1000361,Text,Page,,smith:1000198,330,Page 330,smith_ssc_324_r219_m004_330,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000361/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000361/datastream/OBJ/view
smith:1000362,smith:1000362,Text,Page,,smith:1000198,329,Page 329,smith_ssc_324_r219_m004_329,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000362/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000362/datastream/OBJ/view
smith:1000363,smith:1000363,Text,Page,,smith:1000198,328,Page 328,smith_ssc_324_r219_m004_328,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000363/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000363/datastream/OBJ/view
smith:1000364,smith:1000364,Text,Page,,smith:1000198,327,Page 327,smith_ssc_324_r219_m004_327,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000364/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000364/datastream/OBJ/view
smith:1000365,smith:1000365,Text,Page,,smith:1000198,326,Page 326,smith_ssc_324_r219_m004_326,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000365/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000365/datastream/OBJ/view
smith:1000366,smith:1000366,Text,Page,,smith:1000198,325,Page 325,smith_ssc_324_r219_m004_325,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000366/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000366/datastream/OBJ/view
smith:1000367,smith:1000367,Text,Page,,smith:1000198,324,Page 324,smith_ssc_324_r219_m004_324,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000367/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000367/datastream/OBJ/view
smith:1000368,smith:1000368,Text,Page,,smith:1000198,323,Page 323,smith_ssc_324_r219_m004_323,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000368/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000368/datastream/OBJ/view
