id,field_pid,field_resource_type,field_model,field_member_of,parent_id,field_weight,title,field_local_identifier,field_genre,field_edtf_date_created,field_linked_agent,field_description_long,field_extent,field_rights,field_subject,field_geographic_subject,field_preferred_citation,field_use_and_reproduction,field_physical_storage_info,field_digital_obj_uri,field_archival_obj_refid,field_archival_obj_uri,field_campus,field_repository,field_unit,field_campus_unit_repository,field_display_hints,hocr,file
smith:1000221,smith:1000221,Text,Page,,smith:1000198,470,Page 470,smith_ssc_324_r219_m004_470,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000221/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000221/datastream/OBJ/view
smith:1000222,smith:1000222,Text,Page,,smith:1000198,469,Page 469,smith_ssc_324_r219_m004_469,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000222/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000222/datastream/OBJ/view
smith:1000223,smith:1000223,Text,Page,,smith:1000198,468,Page 468,smith_ssc_324_r219_m004_468,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000223/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000223/datastream/OBJ/view
smith:1000224,smith:1000224,Text,Page,,smith:1000198,467,Page 467,smith_ssc_324_r219_m004_467,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000224/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000224/datastream/OBJ/view
smith:1000225,smith:1000225,Text,Page,,smith:1000198,466,Page 466,smith_ssc_324_r219_m004_466,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000225/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000225/datastream/OBJ/view
smith:1000226,smith:1000226,Text,Page,,smith:1000198,465,Page 465,smith_ssc_324_r219_m004_465,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000226/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000226/datastream/OBJ/view
smith:1000227,smith:1000227,Text,Page,,smith:1000198,464,Page 464,smith_ssc_324_r219_m004_464,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000227/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000227/datastream/OBJ/view
smith:1000228,smith:1000228,Text,Page,,smith:1000198,463,Page 463,smith_ssc_324_r219_m004_463,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000228/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000228/datastream/OBJ/view
smith:1000229,smith:1000229,Text,Page,,smith:1000198,462,Page 462,smith_ssc_324_r219_m004_462,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000229/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000229/datastream/OBJ/view
smith:1000230,smith:1000230,Text,Page,,smith:1000198,461,Page 461,smith_ssc_324_r219_m004_461,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000230/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000230/datastream/OBJ/view
smith:1000231,smith:1000231,Text,Page,,smith:1000198,460,Page 460,smith_ssc_324_r219_m004_460,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000231/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000231/datastream/OBJ/view
smith:1000232,smith:1000232,Text,Page,,smith:1000198,459,Page 459,smith_ssc_324_r219_m004_459,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000232/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000232/datastream/OBJ/view
smith:1000233,smith:1000233,Text,Page,,smith:1000198,458,Page 458,smith_ssc_324_r219_m004_458,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000233/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000233/datastream/OBJ/view
smith:1000234,smith:1000234,Text,Page,,smith:1000198,457,Page 457,smith_ssc_324_r219_m004_457,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000234/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000234/datastream/OBJ/view
smith:1000235,smith:1000235,Text,Page,,smith:1000198,456,Page 456,smith_ssc_324_r219_m004_456,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000235/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000235/datastream/OBJ/view
smith:1000236,smith:1000236,Text,Page,,smith:1000198,455,Page 455,smith_ssc_324_r219_m004_455,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000236/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000236/datastream/OBJ/view
smith:1000237,smith:1000237,Text,Page,,smith:1000198,454,Page 454,smith_ssc_324_r219_m004_454,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000237/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000237/datastream/OBJ/view
smith:1000238,smith:1000238,Text,Page,,smith:1000198,453,Page 453,smith_ssc_324_r219_m004_453,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000238/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000238/datastream/OBJ/view
smith:1000239,smith:1000239,Text,Page,,smith:1000198,452,Page 452,smith_ssc_324_r219_m004_452,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000239/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000239/datastream/OBJ/view
smith:1000240,smith:1000240,Text,Page,,smith:1000198,451,Page 451,smith_ssc_324_r219_m004_451,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000240/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000240/datastream/OBJ/view
smith:1000241,smith:1000241,Text,Page,,smith:1000198,450,Page 450,smith_ssc_324_r219_m004_450,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000241/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000241/datastream/OBJ/view
smith:1000242,smith:1000242,Text,Page,,smith:1000198,449,Page 449,smith_ssc_324_r219_m004_449,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000242/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000242/datastream/OBJ/view
smith:1000243,smith:1000243,Text,Page,,smith:1000198,448,Page 448,smith_ssc_324_r219_m004_448,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000243/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000243/datastream/OBJ/view
smith:1000244,smith:1000244,Text,Page,,smith:1000198,447,Page 447,smith_ssc_324_r219_m004_447,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000244/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000244/datastream/OBJ/view
smith:1000245,smith:1000245,Text,Page,,smith:1000198,446,Page 446,smith_ssc_324_r219_m004_446,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000245/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000245/datastream/OBJ/view
smith:1000246,smith:1000246,Text,Page,,smith:1000198,445,Page 445,smith_ssc_324_r219_m004_445,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000246/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000246/datastream/OBJ/view
smith:1000247,smith:1000247,Text,Page,,smith:1000198,444,Page 444,smith_ssc_324_r219_m004_444,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000247/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000247/datastream/OBJ/view
smith:1000248,smith:1000248,Text,Page,,smith:1000198,443,Page 443,smith_ssc_324_r219_m004_443,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000248/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000248/datastream/OBJ/view
smith:1000249,smith:1000249,Text,Page,,smith:1000198,442,Page 442,smith_ssc_324_r219_m004_442,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000249/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000249/datastream/OBJ/view
smith:1000250,smith:1000250,Text,Page,,smith:1000198,441,Page 441,smith_ssc_324_r219_m004_441,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000250/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000250/datastream/OBJ/view
smith:1000251,smith:1000251,Text,Page,,smith:1000198,440,Page 440,smith_ssc_324_r219_m004_440,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000251/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000251/datastream/OBJ/view
smith:1000252,smith:1000252,Text,Page,,smith:1000198,439,Page 439,smith_ssc_324_r219_m004_439,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000252/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000252/datastream/OBJ/view
smith:1000253,smith:1000253,Text,Page,,smith:1000198,438,Page 438,smith_ssc_324_r219_m004_438,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000253/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000253/datastream/OBJ/view
smith:1000254,smith:1000254,Text,Page,,smith:1000198,437,Page 437,smith_ssc_324_r219_m004_437,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000254/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000254/datastream/OBJ/view
smith:1000255,smith:1000255,Text,Page,,smith:1000198,436,Page 436,smith_ssc_324_r219_m004_436,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000255/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000255/datastream/OBJ/view
smith:1000256,smith:1000256,Text,Page,,smith:1000198,435,Page 435,smith_ssc_324_r219_m004_435,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000256/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000256/datastream/OBJ/view
smith:1000257,smith:1000257,Text,Page,,smith:1000198,434,Page 434,smith_ssc_324_r219_m004_434,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000257/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000257/datastream/OBJ/view
smith:1000258,smith:1000258,Text,Page,,smith:1000198,433,Page 433,smith_ssc_324_r219_m004_433,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000258/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000258/datastream/OBJ/view
smith:1000259,smith:1000259,Text,Page,,smith:1000198,432,Page 432,smith_ssc_324_r219_m004_432,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000259/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000259/datastream/OBJ/view
smith:1000260,smith:1000260,Text,Page,,smith:1000198,431,Page 431,smith_ssc_324_r219_m004_431,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000260/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000260/datastream/OBJ/view
smith:1000261,smith:1000261,Text,Page,,smith:1000198,430,Page 430,smith_ssc_324_r219_m004_430,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000261/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000261/datastream/OBJ/view
smith:1000262,smith:1000262,Text,Page,,smith:1000198,429,Page 429,smith_ssc_324_r219_m004_429,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000262/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000262/datastream/OBJ/view
smith:1000263,smith:1000263,Text,Page,,smith:1000198,428,Page 428,smith_ssc_324_r219_m004_428,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000263/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000263/datastream/OBJ/view
smith:1000264,smith:1000264,Text,Page,,smith:1000198,427,Page 427,smith_ssc_324_r219_m004_427,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000264/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000264/datastream/OBJ/view
smith:1000265,smith:1000265,Text,Page,,smith:1000198,426,Page 426,smith_ssc_324_r219_m004_426,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000265/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000265/datastream/OBJ/view
smith:1000266,smith:1000266,Text,Page,,smith:1000198,425,Page 425,smith_ssc_324_r219_m004_425,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000266/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000266/datastream/OBJ/view
smith:1000267,smith:1000267,Text,Page,,smith:1000198,424,Page 424,smith_ssc_324_r219_m004_424,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000267/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000267/datastream/OBJ/view
smith:1000268,smith:1000268,Text,Page,,smith:1000198,423,Page 423,smith_ssc_324_r219_m004_423,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000268/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000268/datastream/OBJ/view
smith:1000269,smith:1000269,Text,Page,,smith:1000198,422,Page 422,smith_ssc_324_r219_m004_422,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000269/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000269/datastream/OBJ/view
smith:1000270,smith:1000270,Text,Page,,smith:1000198,421,Page 421,smith_ssc_324_r219_m004_421,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000270/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000270/datastream/OBJ/view
smith:1000271,smith:1000271,Text,Page,,smith:1000198,420,Page 420,smith_ssc_324_r219_m004_420,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000271/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000271/datastream/OBJ/view
smith:1000272,smith:1000272,Text,Page,,smith:1000198,419,Page 419,smith_ssc_324_r219_m004_419,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000272/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000272/datastream/OBJ/view
smith:1000273,smith:1000273,Text,Page,,smith:1000198,418,Page 418,smith_ssc_324_r219_m004_418,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000273/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000273/datastream/OBJ/view
smith:1000274,smith:1000274,Text,Page,,smith:1000198,417,Page 417,smith_ssc_324_r219_m004_417,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000274/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000274/datastream/OBJ/view
smith:1000275,smith:1000275,Text,Page,,smith:1000198,416,Page 416,smith_ssc_324_r219_m004_416,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000275/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000275/datastream/OBJ/view
smith:1000276,smith:1000276,Text,Page,,smith:1000198,415,Page 415,smith_ssc_324_r219_m004_415,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000276/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000276/datastream/OBJ/view
smith:1000277,smith:1000277,Text,Page,,smith:1000198,414,Page 414,smith_ssc_324_r219_m004_414,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000277/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000277/datastream/OBJ/view
smith:1000278,smith:1000278,Text,Page,,smith:1000198,413,Page 413,smith_ssc_324_r219_m004_413,,,,,,,,,,,,,,,,,,,Mirador,https://compass.fivecolleges.edu/islandora/object/smith:1000278/datastream/HOCR/view,https://compass.fivecolleges.edu/islandora/object/smith:1000278/datastream/OBJ/view
